prefix	lemma	gloss	context	id	source
seq2seq_def	passeio	lugar onde se passeia; praça, largo, jardim etc., destinados ao passeio.	<def> passeio </def> 	pt.defmod.64983	Dicio
seq2seq_def	quadro	[brasil] conjunto de atletas que disputam uma partida pelo mesmo clube; equipe, time.	<def> quadro </def> 	pt.defmod.64984	Dicio
seq2seq_def	vida	[por extensão] fase específica dentro dessa existência: vida adulta.	<def> vida </def> 	pt.defmod.64985	Dicio
seq2seq_def	urbanista	relativo ao urbanismo.	<def> urbanista </def> 	pt.defmod.64986	Dicio
seq2seq_def	carecer	sentir necessidade de; necessitar: os alunos carecem de carinho.	<def> carecer </def> 	pt.defmod.64987	Dicio
seq2seq_def	bipolar	que possui dois polos opostos; cujas (duas) extremidades apresentam elementos diametralmente opostos.	<def> bipolar </def> 	pt.defmod.64988	Dicio
seq2seq_def	multimídia	publicidade  utilização de meios de comunicação diferentes (p. ex., tevê, revistas, rádio) numa campanha.	<def> multimídia </def> 	pt.defmod.64989	Dicio
seq2seq_def	lagartixa	[figurado] e pop. pessoa magra e feia.	<def> lagartixa </def> 	pt.defmod.64990	Dicio
seq2seq_def	monta-cargas	apparelho, para carregar peças de artilharia.	<def> monta-cargas </def> 	pt.defmod.64991	Dicio
seq2seq_def	solo	música  trecho de música a ser executado por uma só pessoa ou um só instrumento.	<def> solo </def> 	pt.defmod.64992	Dicio
seq2seq_def	resiliência	característica dos corpos que, após sofrerem alguma deformação ou choque, voltam à sua forma original; elasticidade.	<def> resiliência </def> 	pt.defmod.64993	Dicio
seq2seq_def	quantificar	[lógica] conceder certa quantidade a: quantificar uma conclusão.	<def> quantificar </def> 	pt.defmod.64994	Dicio
seq2seq_def	romântico	que, nas ideias, no caráter ou no temperamento, revela algo de apaixonado, de nobre, de lírico, que o eleva acima do prosaico, do cotidiano.	<def> romântico </def> 	pt.defmod.64995	Dicio
seq2seq_def	asceta	pessoa que leva uma vida regrada por buscar a perfeição espiritual.	<def> asceta </def> 	pt.defmod.64996	Dicio
seq2seq_def	buscar	pegar; colocar as mãos sobre: o pai buscou os filhos; o menino buscou-lhe um copo de água.	<def> buscar </def> 	pt.defmod.64997	Dicio
seq2seq_def	unicúspide	que só tem uma ponta.	<def> unicúspide </def> 	pt.defmod.64998	Dicio
seq2seq_def	caos	confusão geral dos elementos da matéria, antes da suposta criação do universo, do aparecimento dos seres, da realidade ou da natureza; cosmos.	<def> caos </def> 	pt.defmod.64999	Dicio
seq2seq_def	prêmio	publicidade. brinde; o que se oferece gratuitamente ao consumidor, quando ele compra um produto ou serviço.	<def> prêmio </def> 	pt.defmod.65000	Dicio
seq2seq_def	festa do caqui	— será? . 	<def> festa do caqui </def> 	pt.defmod.65001	Wikcionário
seq2seq_def	superlativo	que pode ser definido pelo excesso de excelência: enaltecimento superlativo.	<def> superlativo </def> 	pt.defmod.65002	Dicio
seq2seq_def	cheio	de formas arredondadas, com aspecto redondo: rosto cheio.	<def> cheio </def> 	pt.defmod.65003	Dicio
seq2seq_def	consorte	indivíduo com quem se divide uma sociedade, empresa; sócio.	<def> consorte </def> 	pt.defmod.65004	Dicio
seq2seq_def	incrustar	dourar, pratear pelo galvanismo.	<def> incrustar </def> 	pt.defmod.65005	Dicio
seq2seq_def	sentir	ter consciência do próprio estado: não me sinto bem.	<def> sentir </def> 	pt.defmod.65006	Dicio
seq2seq_def	idêntico	que não é diferente de si mesmo quando comparado a outro tempo e/ou circunstância (geralmente no passado): minha opinião continua idêntica.	<def> idêntico </def> 	pt.defmod.65007	Dicio
seq2seq_def	demais	os demais ficaram a ver navios . 	<def> demais </def> 	pt.defmod.65008	Wikcionário
seq2seq_def	desfrutar	[por extensão] viver à custa de alguém: desfruta o dinheiro dos pais.	<def> desfrutar </def> 	pt.defmod.65009	Dicio
seq2seq_def	mucamba	mucama; escrava ou criada negra que, normalmente jovem, habitava os arredores da casa dos senhores, sendo responsável pelos serviços caseiros e pelos passeios com sua senhora.	<def> mucamba </def> 	pt.defmod.65010	Dicio
seq2seq_def	outeiro	festividade ou comemoração que ocorre no pátio de um convento.	<def> outeiro </def> 	pt.defmod.65011	Dicio
seq2seq_def	por	demonstra cada uma das etapas de uma série: retirou roupa por roupa.	<def> por </def> 	pt.defmod.65012	Dicio
seq2seq_def	riqueza	conjunto de bens materiais, de valor: possuir muitas riquezas.	<def> riqueza </def> 	pt.defmod.65013	Dicio
seq2seq_def	torreão	torre larga que constitui o reduto defensivo de um castelo; bastilhão.	<def> torreão </def> 	pt.defmod.65014	Dicio
seq2seq_def	inauguração	ato de inaugurar.	<def> inauguração </def> 	pt.defmod.65015	Dicio
seq2seq_def	impregnar	fazer penetrar uma substância num corpo: a lama impregnava a areia; impregnar de aromas o ambiente; seu cabelo se impregnou com a chuva.	<def> impregnar </def> 	pt.defmod.65016	Dicio
seq2seq_def	sotaque	pronúncia que alguém tem ao falar outro idioma, caracterizada pela influência de aspectos linguísticos da sua língua materna: falava inglês com sotaque.	<def> sotaque </def> 	pt.defmod.65017	Dicio
seq2seq_def	pecúnia	moeda; designação comum de dinheiro; forma de pagamento apresentado através de notas e/ou moedas: pagamento efetuado em pecúnia.	<def> pecúnia </def> 	pt.defmod.65018	Dicio
seq2seq_def	jafético	que descende de jafé, terceiro filho de noé.	<def> jafético </def> 	pt.defmod.65019	Dicio
seq2seq_def	negra	[física] capaz de absorver todos os tipos de radiações.	<def> negra </def> 	pt.defmod.65020	Dicio
seq2seq_def	discernir	separar, distinguir, discriminar . 	<def> discernir </def> 	pt.defmod.65021	Wikcionário
seq2seq_def	momento	ocasião definida num tempo; altura: naquele momento, não podia atendê-la.	<def> momento </def> 	pt.defmod.65022	Dicio
seq2seq_def	década	período composto por dez anos; decênio: viveu na década de 70, entre 1970 e 1980.	<def> década </def> 	pt.defmod.65023	Dicio
seq2seq_def	carreta	grande caminhão . 	<def> carreta </def> 	pt.defmod.65024	Wikcionário
seq2seq_def	jurígeno	[direito] que gera ou produz um direito: ato jurígeno, fato jurígeno.	<def> jurígeno </def> 	pt.defmod.65025	Dicio
seq2seq_def	diagnose	descrição detalhada que define e caracteriza uma espécie, normalmente escrita em latim e realizada pelo taxonomista.	<def> diagnose </def> 	pt.defmod.65026	Dicio
seq2seq_def	emigração	[zoologia] deslocamento anual de certos animais: a emigração das andorinhas.	<def> emigração </def> 	pt.defmod.65027	Dicio
seq2seq_def	barricada	barricada . 	<def> barricada </def> 	pt.defmod.65028	Wikcionário
seq2seq_def	anjo	pessoa de grande bondade, virtude e inocência . 	<def> anjo </def> 	pt.defmod.65029	Wikcionário
seq2seq_def	guerrear	fazer guerra, combater, pelejar.	<def> guerrear </def> 	pt.defmod.65030	Dicio
seq2seq_def	malthusiano	sectário da doutrina de malthus.	<def> malthusiano </def> 	pt.defmod.65031	Dicio
seq2seq_def	tosquiar	[figurado] espoliar, explorar: tosquiar o povo com impostos excessivos.	<def> tosquiar </def> 	pt.defmod.65032	Dicio
seq2seq_def	indiscrição	ação de revelar um segredo; falta de confidência; inconfidência.	<def> indiscrição </def> 	pt.defmod.65033	Dicio
seq2seq_def	esconder	pôr (algo, alguém ou si mesmo) em certo local onde não se consegue encontrar; ocultar-se: escondeu o presente que havia ganhado; escondeu-se no quarto.	<def> esconder </def> 	pt.defmod.65034	Dicio
seq2seq_def	voucher	vale que pode ser usado como crédito para uma compra futura.	<def> voucher </def> 	pt.defmod.65035	Dicio
seq2seq_def	lixar	uso informal. arruinar-se; causar prejuízo ou destruição a: tinha motivos para lixar o chefe; o chefe que se lixe.	<def> lixar </def> 	pt.defmod.65036	Dicio
seq2seq_def	orquestra	orquestra de câmara, formação reduzida a uns quinze instrumentos (cordas e sopros).	<def> orquestra </def> 	pt.defmod.65037	Dicio
seq2seq_def	felino	relativo ao gato ou aos felídeos: agilidade felina.	<def> felino </def> 	pt.defmod.65038	Dicio
seq2seq_def	unionista	relativo ou pertencente ao unionismo.	<def> unionista </def> 	pt.defmod.65039	Dicio
seq2seq_def	isenção	falta de comprometimento moral; desinteresse.	<def> isenção </def> 	pt.defmod.65040	Dicio
seq2seq_def	observar	exprimir juízo de valor ou opinião sobre: observou que o trabalho seria degradante.	<def> observar </def> 	pt.defmod.65041	Dicio
seq2seq_def	pesquisa	pesquisa . 	<def> pesquisa </def> 	pt.defmod.65042	Wikcionário
seq2seq_def	subtração	[matemática] operação matemática em que é possível encontrar uma quantidade diminuindo um número por outro, opõe-se à adição, sendo representada pelo sinal de menos (-); diminuição.	<def> subtração </def> 	pt.defmod.65043	Dicio
seq2seq_def	congelamento	suspensão temporária do pagamento de uma dívida, geralmente externa, por falta de divisas ou reservas cambiais.	<def> congelamento </def> 	pt.defmod.65044	Dicio
seq2seq_def	blindado	protegido por blindagem, revestimento de aço que protege contra projéteis.	<def> blindado </def> 	pt.defmod.65045	Dicio
seq2seq_def	desembarcar	tirar de um navio, de um trem; pôr em terra.	<def> desembarcar </def> 	pt.defmod.65046	Dicio
seq2seq_def	casulo	[por extensão] qualquer capa que se assemelha ao casulo: sala em forma de casulo.	<def> casulo </def> 	pt.defmod.65047	Dicio
seq2seq_def	bater	soar (diz-se das horas): finalmente bateu a hora da partida.	<def> bater </def> 	pt.defmod.65048	Dicio
seq2seq_def	ordenhar	fazer a extração do leite de alguns animais, espremendo suas tetas: ordenhava vacas; ainda tinha que ordenhar.	<def> ordenhar </def> 	pt.defmod.65049	Dicio
seq2seq_def	fundamentado	[antigo] sustentado firmemente: coluna fundamentada em cimento.	<def> fundamentado </def> 	pt.defmod.65050	Dicio
seq2seq_def	névoa	vapor aquoso muito denso que obscurece a atmosfera.	<def> névoa </def> 	pt.defmod.65051	Dicio
seq2seq_def	interferir	[física] produzir interferências: raios que interferem.	<def> interferir </def> 	pt.defmod.65052	Dicio
seq2seq_def	chacal	zoologia  mamífero carniceiro da ásia e da áfrica, pouco mais ou menos do tamanho de uma raposa, que se alimenta principalmente com os restos deixados pelos grandes animais.	<def> chacal </def> 	pt.defmod.65053	Dicio
seq2seq_def	vaticínio	predição . 	<def> vaticínio </def> 	pt.defmod.65054	Wikcionário
seq2seq_def	arcabouço	[anatomia] arca do peito; a armação óssea que forma o tórax.	<def> arcabouço </def> 	pt.defmod.65055	Dicio
seq2seq_def	fusível	condutor elétrico ligado a um circuito, calibrado para fundir-se quando houver excesso de corrente.	<def> fusível </def> 	pt.defmod.65056	Dicio
seq2seq_def	matrimônio	união conjugal . 	<def> matrimônio </def> 	pt.defmod.65057	Wikcionário
seq2seq_def	unça	diz-se de uma erva aromática, silvestre, de fôlhas miúdas, que se emprega na curtimenta da azeitona.	<def> unça </def> 	pt.defmod.65058	Dicio
seq2seq_def	pronunciar	manifestar uma opinião: pronunciou-se contra o projeto.	<def> pronunciar </def> 	pt.defmod.65059	Dicio
seq2seq_def	ubicação	o ato de ocupar algum lugar.	<def> ubicação </def> 	pt.defmod.65060	Dicio
seq2seq_def	aba	[religião] título eclesiástico de igual importância ao do bispo ou abade.	<def> aba </def> 	pt.defmod.65061	Dicio
seq2seq_def	poupar	guardar dinheiro por economia, geralmente para um investimento futuro: estava poupando dinheiro para comprar um carro; ele se esforça, mas não consegue poupar.	<def> poupar </def> 	pt.defmod.65062	Dicio
seq2seq_def	registrar	passar a ter a posse de algum produto autoral, para salvaguardar os direitos sobre ele: registrar uma música, um livro etc.	<def> registrar </def> 	pt.defmod.65063	Dicio
seq2seq_def	neofilia	característica ou condição de neófilo.	<def> neofilia </def> 	pt.defmod.65064	Dicio
seq2seq_def	ostensivamente	propositalmente; de modo intencional: diante daquela situação agiu ostensivamente.	<def> ostensivamente </def> 	pt.defmod.65065	Dicio
seq2seq_def	colisão	choque de dois corpos; batida, trombada, choque: colisão de automóveis.	<def> colisão </def> 	pt.defmod.65066	Dicio
seq2seq_def	amém	assim seja; palavra de origem hebraica, usada na liturgia para expressar aprovação em relação a um texto de fé, normalmente no final das orações, preces: amém, disseram os fiéis.	<def> amém </def> 	pt.defmod.65067	Dicio
seq2seq_def	tráfego	[figurado] fluxo de dados transmitidos através de um meio de comunicação.	<def> tráfego </def> 	pt.defmod.65068	Dicio
seq2seq_def	sã	feminino de são . 	<def> sã </def> 	pt.defmod.65069	Wikcionário
seq2seq_def	grito de guerra	[por extensão] palavra ou frase utilizada para motivar equipes: antes de entrar em campo, o capitão puxou o grito de guerra do time.	<def> grito de guerra </def> 	pt.defmod.65070	Dicio
seq2seq_def	acalento	ação de acalentar, de fazer carinho, de aconchegar uma criança para fazê-la adormecer, usando canções de ninar.	<def> acalento </def> 	pt.defmod.65071	Dicio
seq2seq_def	tratar	discorrer; falar sobre alguma coisa: trataremos amanhã a questão da segurança; preciso tratar dos problemas infantis.	<def> tratar </def> 	pt.defmod.65072	Dicio
seq2seq_def	infantil	próprio de criança . 	<def> infantil </def> 	pt.defmod.65073	Wikcionário
seq2seq_def	generalista	que não possui uma única especialização; que atua em diversas áreas.	<def> generalista </def> 	pt.defmod.65074	Dicio
seq2seq_def	presságio	sinal capaz de indicar um acontecimento futuro: vento forte é presságio de tempestades; fumaça é presságio de fogo.	<def> presságio </def> 	pt.defmod.65075	Dicio
seq2seq_def	descortinar	revelar, mostrar.	<def> descortinar </def> 	pt.defmod.65076	Dicio
seq2seq_def	expoente	[matemática] número, geralmente situado à direita e sobreposto à outro, que assinala o valor pelo qual uma quantidade é elevada.	<def> expoente </def> 	pt.defmod.65077	Dicio
seq2seq_def	salário-mínimo	[por extensão] funcionário mal pago ou mal remunerado.	<def> salário-mínimo </def> 	pt.defmod.65078	Dicio
seq2seq_def	inovação	[linguística] o que aparece de novo numa língua, não tendo surgido anteriormente.	<def> inovação </def> 	pt.defmod.65079	Dicio
seq2seq_def	molibdato	[química] sal do ácido molíbdico.	<def> molibdato </def> 	pt.defmod.65080	Dicio
seq2seq_def	urgia	exigia; ação de urgir, de necessitar com urgência: urgia com o filho para que ele se formasse.	<def> urgia </def> 	pt.defmod.65081	Dicio
seq2seq_def	lei	lei moral. lei que nos ordena praticar o bem e evitar o mal.	<def> lei </def> 	pt.defmod.65082	Dicio
seq2seq_def	fogo	voz de disparo em combate ou aviso de incêndio.	<def> fogo </def> 	pt.defmod.65083	Dicio
seq2seq_def	barra	barras paralelas. aparelho de ginástica formado por duas peças de madeira fixadas paralelamente sobre esteios verticais.	<def> barra </def> 	pt.defmod.65084	Dicio
seq2seq_def	achatar	tachara . 	<def> achatar </def> 	pt.defmod.65085	Wikcionário
seq2seq_def	confinado	que faz fronteira; próximo a algo que serve como limite; encerrado, circunscrito: rua confinada à igreja.	<def> confinado </def> 	pt.defmod.65086	Dicio
seq2seq_def	ofensa	ação de violar uma norma, preceito, regra etc; transgressão ou falta.	<def> ofensa </def> 	pt.defmod.65087	Dicio
seq2seq_def	quinda	espécie de cesto cylíndrico, sem tampa. cf. serpa pinto, i, 169.	<def> quinda </def> 	pt.defmod.65088	Dicio
seq2seq_def	alusivo	de caráter alegórico, não literal; representação de um pensamento através de uma figura de linguagem; figurado: texto alusivo.	<def> alusivo </def> 	pt.defmod.65089	Dicio
seq2seq_def	tacanho	de tamanho reduzido; pequeno, baixo.	<def> tacanho </def> 	pt.defmod.65090	Dicio
seq2seq_def	texto	palavras citadas para demonstrar ou documentar alguma coisa.	<def> texto </def> 	pt.defmod.65091	Dicio
seq2seq_def	nádega	[popular] bunda, traseiro.	<def> nádega </def> 	pt.defmod.65092	Dicio
seq2seq_def	dum	[gramática] faz referência ao que não foi mencionado ou conhecido anteriormente: falava dum modo estranho.	<def> dum </def> 	pt.defmod.65093	Dicio
seq2seq_def	solitário	que ocorre ou tem lugar na solidão, isolado do convívio.	<def> solitário </def> 	pt.defmod.65094	Dicio
seq2seq_def	revés	infortúnio . 	<def> revés </def> 	pt.defmod.65095	Wikcionário
seq2seq_def	vivência	conhecimentos adquiridos pela experiência em uma ou várias situações de vida ou profissionais: vivência hospitalar, vivência no campo, vivência de guerra.	<def> vivência </def> 	pt.defmod.65096	Dicio
seq2seq_def	juntes	segunda pessoa do singular do imperativo negativo do verbo juntar . 	<def> juntes </def> 	pt.defmod.65097	Wikcionário
seq2seq_def	avisar	fazer perceber; advertir: avisei o chefe do seu comportamento; avisei-o que ele não valia nada.	<def> avisar </def> 	pt.defmod.65098	Dicio
seq2seq_def	marimbondo	[brasil] denominação genérica de várias espécies de vespa.	<def> marimbondo </def> 	pt.defmod.65099	Dicio
seq2seq_def	disrupção	ato de romper, de interromper o curso natural de . 	<def> disrupção </def> 	pt.defmod.65100	Wikcionário
seq2seq_def	quadrilha	[música] o tipo de música que é tocada durante essa dança.	<def> quadrilha </def> 	pt.defmod.65101	Dicio
seq2seq_def	cheio	cujo som ou voz apresenta intensidade e nitidez corretas, sem interferências.	<def> cheio </def> 	pt.defmod.65102	Dicio
seq2seq_def	sector	setor . 	<def> sector </def> 	pt.defmod.65103	Wikcionário
seq2seq_def	despretensioso	[metafônico] pronuncia-se: /despretensiósos/.	<def> despretensioso </def> 	pt.defmod.65104	Dicio
seq2seq_def	confirmação	ato ou efeito de confirmar, de tornar certo, firme, seguro.	<def> confirmação </def> 	pt.defmod.65105	Dicio
seq2seq_def	algum	designa algo ou alguém indeterminado ou desconhecido: algum convidado apareceu? algumas pessoas já chegaram.	<def> algum </def> 	pt.defmod.65106	Dicio
seq2seq_def	hidrogeológico	que se refere à hidrogeologia.	<def> hidrogeológico </def> 	pt.defmod.65107	Dicio
seq2seq_def	imperioso	que ordena de modo enérgico, sem aceitar resposta; que reivindica obediência; autoritário: tom imperioso.	<def> imperioso </def> 	pt.defmod.65108	Dicio
seq2seq_def	homiziar	dar guarida ao que anda fugido da justiça . 	<def> homiziar </def> 	pt.defmod.65109	Wikcionário
seq2seq_def	pária	[etnologia] indiano que pertence à casta social mais baixa da índia, considerado impuro, segundo a tradição cultural hinduísta; essa casta social.	<def> pária </def> 	pt.defmod.65110	Dicio
seq2seq_def	politeísmo	sistema religioso que admite vários deuses: politeísmo grego.	<def> politeísmo </def> 	pt.defmod.65111	Dicio
seq2seq_def	articular	organizar de maneira que alguma coisa seja definida: os alunos articularam a saída do professor; articularam-se para fugir do país.	<def> articular </def> 	pt.defmod.65112	Dicio
seq2seq_def	hemeroteca	hemeroteca . 	<def> hemeroteca </def> 	pt.defmod.65113	Wikcionário
seq2seq_def	conotativo	em que há conotação ou pode ser utilizado para conotar.	<def> conotativo </def> 	pt.defmod.65114	Dicio
seq2seq_def	montado	colocado em cima do cavalo: saiu montado a cavalo.	<def> montado </def> 	pt.defmod.65115	Dicio
seq2seq_def	disposto	que expressa resiliência, coragem para enfrentar situações adversas ou complicadas; valente: aluno disposto que não desiste de seu sonho.	<def> disposto </def> 	pt.defmod.65116	Dicio
seq2seq_def	gritar	soltar gritos, bradar, elevar a voz . 	<def> gritar </def> 	pt.defmod.65117	Wikcionário
seq2seq_def	sabido	que é conhecido; público: sua vida é coisa sabida.	<def> sabido </def> 	pt.defmod.65118	Dicio
seq2seq_def	sublime	em que há perfeição material, moral ou intelectual: música sublime.	<def> sublime </def> 	pt.defmod.65119	Dicio
seq2seq_def	nível	estágio que separa uma designação educacional: nível primário, nível intermediário, nível superior.	<def> nível </def> 	pt.defmod.65120	Dicio
seq2seq_def	sobrenatural	[por extensão] aquilo que se expressa ou ocorre extraordinária e maravilhosamente.	<def> sobrenatural </def> 	pt.defmod.65121	Dicio
seq2seq_def	revidar	dar uma resposta contrária de modo assertivo, incisivo; replicar, objetar, contradizer: revidei o comentário tão logo me deixou falar; revidei com mais fatos e ele teve de se calar; falou com tanta raiva que acabei por revidar.	<def> revidar </def> 	pt.defmod.65122	Dicio
seq2seq_def	jorrão	[zoologia] minhoca marinha da espécie arenicola marina . 	<def> jorrão </def> 	pt.defmod.65123	Wikcionário
seq2seq_def	banalidade	característica ou particularidade do que é banal; em que há ou demonstra trivialidade; lugar-comum.	<def> banalidade </def> 	pt.defmod.65124	Dicio
seq2seq_def	baixo	locução adverbial	<def> baixo </def> 	pt.defmod.65125	Dicio
seq2seq_def	avos	avós . 	<def> avos </def> 	pt.defmod.65126	Wikcionário
seq2seq_def	capivara	[popular] que é burro, mas se quer passar por perspicaz.	<def> capivara </def> 	pt.defmod.65127	Dicio
seq2seq_def	estrela	[figurado] quem recebe destaque por determinada atividade.	<def> estrela </def> 	pt.defmod.65128	Dicio
seq2seq_def	latente	[medicina] diz-se da doença cujos sintomas são pouco definidos; diz-se da doença que não se manifesta, de difícil diagnóstico.	<def> latente </def> 	pt.defmod.65129	Dicio
seq2seq_def	prata da casa	os maiores especialistas no assunto estarão presentes na apresentação, temos que mostrar a prata da casa . 	<def> prata da casa </def> 	pt.defmod.65130	Wikcionário
seq2seq_def	universalizar	tornar(-se) universal; generalizar(-se).	<def> universalizar </def> 	pt.defmod.65131	Dicio
seq2seq_def	baratinado	[gíria] pej. que se encontra entorpecido, geralmente, por algum tipo de droga.	<def> baratinado </def> 	pt.defmod.65132	Dicio
seq2seq_def	odômetro	instrumento usado para medir as distancias percorridas por automóveis ou pessoas: todo automóvel possui um odômetro no painel.	<def> odômetro </def> 	pt.defmod.65133	Dicio
seq2seq_def	fotossensível	fotossensíveis.	<def> fotossensível </def> 	pt.defmod.65134	Dicio
seq2seq_def	interrupção	fotografia. ação ou efeito de mergulhar em líquido o negativo ou a cópia de uma fotografia, fazendo com que sua revelação seja interrompida.	<def> interrupção </def> 	pt.defmod.65135	Dicio
seq2seq_def	chegada	ato de conduzir-se a um local . 	<def> chegada </def> 	pt.defmod.65136	Wikcionário
seq2seq_def	baque	[brasil] momento, instante.	<def> baque </def> 	pt.defmod.65137	Dicio
seq2seq_def	fio	fio de prumo, fio ou barbante, com um pedaço de chumbo ou de ferro, para materializar a vertical.	<def> fio </def> 	pt.defmod.65138	Dicio
seq2seq_def	definição	explicação do sentido de uma palavra, vocábulo, expressão, pensamento, conceito: qual seria a definição de amor?	<def> definição </def> 	pt.defmod.65139	Dicio
seq2seq_def	mediante	[música] o terceiro grau da escola diatônica.	<def> mediante </def> 	pt.defmod.65140	Dicio
seq2seq_def	cavaquinho	[música] instrumento musical com quatro cordas, semelhante à viola, porém menor.	<def> cavaquinho </def> 	pt.defmod.65141	Dicio
seq2seq_def	inclinar	ter declive: ali o terreno começa a inclinar.	<def> inclinar </def> 	pt.defmod.65142	Dicio
seq2seq_def	divorciaras	segunda pessoa do singular do pretérito mais-que-perfeito do verbo divorciar . 	<def> divorciaras </def> 	pt.defmod.65143	Wikcionário
seq2seq_def	usina	[regionalismo: nordeste] estabelecimento industrial, moderno, que substituiu o engenho na fabricação do açúcar; engenho de açúcar.	<def> usina </def> 	pt.defmod.65144	Dicio
seq2seq_def	romance	romance de capa e espada, o que conta aventuras de espadachins, no estilo de os três mosqueteiros, e se passa geralmente entre o renascimento e o séc. xviii.	<def> romance </def> 	pt.defmod.65145	Dicio
seq2seq_def	alucino	luciano . 	<def> alucino </def> 	pt.defmod.65146	Wikcionário
seq2seq_def	conta	fatura que se recebe por um serviço prestado (eletricidade, água etc.).	<def> conta </def> 	pt.defmod.65147	Dicio
seq2seq_def	argentino	[figurado] diz-se de um timbre de som ou de voz clara e agradável: voz argentina.	<def> argentino </def> 	pt.defmod.65148	Dicio
seq2seq_def	instauração	ato de instaurar, de dar início a algo que não existia; inauguração.	<def> instauração </def> 	pt.defmod.65149	Dicio
seq2seq_def	questura	cargo ou função de questor.	<def> questura </def> 	pt.defmod.65150	Dicio
seq2seq_def	alheio	alheio de si. muito concentrado em seus próprios pensamentos.	<def> alheio </def> 	pt.defmod.65151	Dicio
seq2seq_def	flocado	desenvolvido com flocos.	<def> flocado </def> 	pt.defmod.65152	Dicio
seq2seq_def	alguém	pessoa não identificada . 	<def> alguém </def> 	pt.defmod.65153	Wikcionário
seq2seq_def	virulento	em que há vírus, veneno ou é causado por eles: composto virulento; patologia virulenta.	<def> virulento </def> 	pt.defmod.65154	Dicio
seq2seq_def	portar	permanecer de certa forma; conservar: colunas portam janelas.	<def> portar </def> 	pt.defmod.65155	Dicio
seq2seq_def	cena	estar em cena. ser alvo de interesse, de comentários.	<def> cena </def> 	pt.defmod.65156	Dicio
seq2seq_def	exceder	apresentar superioridade em relação a outra coisa; ter um valor (peso, comprimento, dimensão etc) maior: tinha uma inteligência que excedia os outros colegas; o volume da carga excedeu ao valor estabelecido.	<def> exceder </def> 	pt.defmod.65157	Dicio
seq2seq_def	espírito	formação moral; caráter: uma cultura de espírito bucólico.	<def> espírito </def> 	pt.defmod.65158	Dicio
seq2seq_def	arnica	nome de aproximadamente 45 espécies de plantas do hemisfério norte que produzem um suco utilizado para dissolver o sangue extravasado nas contusões.	<def> arnica </def> 	pt.defmod.65159	Dicio
seq2seq_def	gráfica	[brasil] oficina especializada em artes gráficas; tipografia.	<def> gráfica </def> 	pt.defmod.65160	Dicio
seq2seq_def	decomposição	[figurado] análise: decomposição de uma frase.	<def> decomposição </def> 	pt.defmod.65161	Dicio
seq2seq_def	temeroso	que é assustador; que propaga o medo, o temor; assustador: ditador temeroso.	<def> temeroso </def> 	pt.defmod.65162	Dicio
seq2seq_def	frajola	[por extensão] brasil. uso popular. designação comum atribuída a um personagem de desenho infantil.	<def> frajola </def> 	pt.defmod.65163	Dicio
seq2seq_def	antártico	meridional.	<def> antártico </def> 	pt.defmod.65164	Dicio
seq2seq_def	gômito	pop variação de vômito.	<def> gômito </def> 	pt.defmod.65165	Dicio
seq2seq_def	autor	[jurídico] quem comete um crime, pratica um delito.	<def> autor </def> 	pt.defmod.65166	Dicio
seq2seq_def	fomento	[figurado] ato ou efeito de proteger, de providenciar auxílio; apoio: projetos de fomento e geração de emprego.	<def> fomento </def> 	pt.defmod.65167	Dicio
seq2seq_def	regado	que se regou; que foi molhado com líquido, especialmente com água; borrifado, orvalhado, molhado: planta regada.	<def> regado </def> 	pt.defmod.65168	Dicio
seq2seq_def	maria-preta	[dicionário candido de figueiredo, 1913].	<def> maria-preta </def> 	pt.defmod.65169	Dicio
seq2seq_def	gear	formar geada ou cair geada, camada fina de gelo que, em baixas temperaturas, forma uma camada branca sobre as folhas, o solo, os telhados etc.: é previsão do tempo avisou que irá gear.	<def> gear </def> 	pt.defmod.65170	Dicio
seq2seq_def	engenho	máquina de moer cana, de fabricar papel, de puxar água etc.	<def> engenho </def> 	pt.defmod.65171	Dicio
seq2seq_def	parcialidade	característica de quem é parcial, que se desenvolve ou existe em partes.	<def> parcialidade </def> 	pt.defmod.65172	Dicio
seq2seq_def	sentencioso	[jurídico] cuja a gravidade é capaz de afetar a sentença; grave.	<def> sentencioso </def> 	pt.defmod.65173	Dicio
seq2seq_def	pegar	agarrar algo ou alguém; segurar: pegar o livro sobre a mesa; ela pegava no meu braço com força.	<def> pegar </def> 	pt.defmod.65174	Dicio
seq2seq_def	zoar	soar fortemente; fazer um ruído intenso.	<def> zoar </def> 	pt.defmod.65175	Dicio
seq2seq_def	confecção	farmácia. diz-se dos remédios que foram preparados dessa maneira.	<def> confecção </def> 	pt.defmod.65176	Dicio
seq2seq_def	taça	copo cilíndrico de extremidade larga, com pé, usado para beber vinho etc.	<def> taça </def> 	pt.defmod.65177	Dicio
seq2seq_def	reais	[antigo] dizia-se das penas, mais conhecidas por voadeiras.	<def> reais </def> 	pt.defmod.65178	Dicio
seq2seq_def	máscara	esgr. tela metálica com que o esgrimista cobre o rosto para se proteger.	<def> máscara </def> 	pt.defmod.65179	Dicio
seq2seq_def	uca	gênero de plantas gramíneas . 	<def> uca </def> 	pt.defmod.65180	Wikcionário
seq2seq_def	mitigar	fazer com que fique mais brando, mais tênue; atenuar: mitigar a dor com medicamentos.	<def> mitigar </def> 	pt.defmod.65181	Dicio
